DATE,DSWP5
2016-09-26,1.16
2016-09-27,1.15
2016-09-28,1.14
2016-09-29,1.17
2016-09-30,1.16
2016-10-03,1.20
2016-10-04,1.22
2016-10-05,1.28
2016-10-06,1.28
2016-10-07,1.29
2016-10-10,.
2016-10-11,1.31
2016-10-12,1.33
2016-10-13,1.28
2016-10-14,1.28
2016-10-17,1.28
2016-10-18,1.26
2016-10-19,1.25
2016-10-20,1.26
2016-10-21,1.27
2016-10-24,1.30
2016-10-25,1.29
2016-10-26,1.33
2016-10-27,1.38
2016-10-28,1.36
